fleet_id,month,risk_score,risk_tier,anomaly_score,anomaly_flag,top_risk_driver
FLT-0017,2025-03-01,54.33,Medium,0.134,False,route_complexity
FLT-0017,2025-04-01,47.28,Medium,0.1398,False,route_complexity
FLT-0017,2025-05-01,24.85,Low,0.1748,False,route_complexity
FLT-0017,2025-06-01,25.26,Low,0.1674,False,route_complexity
FLT-0017,2025-07-01,25.13,Low,0.157,False,route_complexity
FLT-0017,2025-08-01,25.65,Low,0.1558,False,route_complexity
FLT-0017,2025-09-01,24.81,Low,0.1728,False,route_complexity
FLT-0017,2025-10-01,23.82,Low,0.158,False,route_complexity
FLT-0017,2025-11-01,25.65,Low,0.1614,False,route_complexity
FLT-0017,2025-12-01,24.78,Low,0.1763,False,route_complexity
FLT-0018,2024-01-01,21.55,Low,0.1264,False,route_complexity
FLT-0018,2024-02-01,20.87,Low,0.1066,False,route_complexity
FLT-0018,2024-03-01,22.38,Low,0.1152,False,route_complexity
FLT-0018,2024-04-01,20.88,Low,0.1219,False,route_complexity
FLT-0018,2024-05-01,22.54,Low,0.1236,False,route_complexity
FLT-0018,2024-06-01,22.03,Low,0.1183,False,route_complexity
FLT-0018,2024-07-01,21.17,Low,0.0849,False,route_complexity
FLT-0018,2024-08-01,21.56,Low,0.0985,False,route_complexity
FLT-0018,2024-09-01,21.97,Low,0.1295,False,route_complexity
FLT-0018,2024-10-01,21.3,Low,0.1213,False,route_complexity
FLT-0018,2024-11-01,21.06,Low,0.1215,False,route_complexity
FLT-0018,2024-12-01,20.83,Low,0.1168,False,route_complexity
FLT-0018,2025-01-01,85.76,Critical,0.0481,False,loss_ratio
FLT-0018,2025-02-01,86.48,Critical,0.0789,False,loss_ratio
FLT-0018,2025-03-01,83.96,Critical,0.0948,False,loss_ratio
FLT-0018,2025-04-01,45.82,Medium,0.097,False,route_complexity
FLT-0018,2025-05-01,45.22,Medium,0.1147,False,route_complexity
FLT-0018,2025-06-01,86.06,Critical,0.0645,False,loss_ratio
FLT-0018,2025-07-01,44.19,Medium,0.1117,False,route_complexity
FLT-0018,2025-08-01,86.42,Critical,0.0512,False,loss_ratio
FLT-0018,2025-09-01,84.85,Critical,0.0943,False,loss_ratio
FLT-0018,2025-10-01,86.26,Critical,0.0898,False,loss_ratio
FLT-0018,2025-11-01,55.39,Medium,0.0828,False,loss_ratio
FLT-0018,2025-12-01,23.44,Low,0.1059,False,route_complexity
FLT-0019,2024-01-01,16.82,Low,0.1379,False,route_complexity
FLT-0019,2024-02-01,16.94,Low,0.1179,False,route_complexity
FLT-0019,2024-03-01,16.32,Low,0.0973,False,route_complexity
FLT-0019,2024-04-01,16.32,Low,0.1016,False,route_complexity
FLT-0019,2024-05-01,17.39,Low,0.1222,False,route_complexity
FLT-0019,2024-06-01,16.67,Low,0.1118,False,route_complexity
FLT-0019,2024-07-01,16.21,Low,0.1209,False,route_complexity
FLT-0019,2024-08-01,16.55,Low,0.1252,False,route_complexity
FLT-0019,2024-09-01,15.68,Low,0.1112,False,route_complexity
FLT-0019,2024-10-01,17.54,Low,0.1333,False,route_complexity
FLT-0019,2024-11-01,16.74,Low,0.1044,False,route_complexity
FLT-0019,2024-12-01,17.85,Low,0.1085,False,route_complexity
FLT-0019,2025-01-01,16.83,Low,0.1309,False,route_complexity
FLT-0019,2025-02-01,53.28,Medium,0.0638,False,loss_ratio
FLT-0019,2025-03-01,56.86,Medium,0.0974,False,loss_ratio
FLT-0019,2025-04-01,48.69,Medium,0.0325,False,loss_ratio
FLT-0019,2025-05-01,80.51,Critical,0.0516,False,loss_ratio
FLT-0019,2025-06-01,82.86,Critical,0.0292,False,loss_ratio
FLT-0019,2025-07-01,15.91,Low,0.112,False,route_complexity
FLT-0019,2025-08-01,53.25,Medium,0.0886,False,loss_ratio
FLT-0019,2025-09-01,82.25,Critical,0.0309,False,loss_ratio
FLT-0019,2025-10-01,82.28,Critical,0.0181,False,loss_ratio
FLT-0019,2025-11-01,65.17,High,0.0881,False,loss_ratio
FLT-0019,2025-12-01,16.85,Low,0.0966,False,route_complexity
FLT-0020,2024-01-01,31.33,Low,0.1049,False,route_complexity
FLT-0020,2024-02-01,32.03,Low,0.0937,False,route_complexity
FLT-0020,2024-03-01,31.42,Low,0.121,False,route_complexity
FLT-0020,2024-04-01,31.36,Low,0.1019,False,route_complexity
FLT-0020,2024-05-01,31.44,Low,0.0953,False,route_complexity
FLT-0020,2024-06-01,32.21,Low,0.1021,False,route_complexity
FLT-0020,2024-07-01,32.03,Low,0.1008,False,route_complexity
FLT-0020,2024-08-01,30.53,Low,0.1213,False,route_complexity
FLT-0020,2024-09-01,32.7,Low,0.0775,False,route_complexity
FLT-0020,2024-10-01,30.93,Low,0.1008,False,route_complexity
FLT-0020,2024-11-01,31.93,Low,0.0923,False,route_complexity
FLT-0020,2024-12-01,32.42,Low,0.0939,False,route_complexity
FLT-0020,2025-01-01,95.23,Critical,0.0533,False,loss_ratio
FLT-0020,2025-02-01,95.95,Critical,0.0263,False,loss_ratio
FLT-0020,2025-03-01,98.26,Critical,0.0239,False,loss_ratio
FLT-0020,2025-04-01,96.61,Critical,0.0297,False,loss_ratio
FLT-0020,2025-05-01,30.88,Low,0.1168,False,route_complexity
FLT-0020,2025-06-01,96.17,Critical,0.0628,False,loss_ratio
FLT-0020,2025-07-01,31.94,Low,0.0965,False,route_complexity
FLT-0020,2025-08-01,69.39,High,0.0881,False,loss_ratio
FLT-0020,2025-09-01,50.1,Medium,0.0793,False,route_complexity
FLT-0020,2025-10-01,95.52,Critical,0.0635,False,loss_ratio
FLT-0020,2025-11-01,96.98,Critical,0.0398,False,loss_ratio
FLT-0020,2025-12-01,33.25,Low,0.0981,False,route_complexity
FLT-0021,2024-01-01,24.77,Low,0.1235,False,route_complexity
FLT-0021,2024-02-01,26.2,Low,0.0986,False,route_complexity
FLT-0021,2024-03-01,24.36,Low,0.129,False,route_complexity
FLT-0021,2024-04-01,22.87,Low,0.1296,False,route_complexity
FLT-0021,2024-05-01,25.12,Low,0.0875,False,route_complexity
FLT-0021,2024-06-01,24.45,Low,0.1002,False,route_complexity
FLT-0021,2024-07-01,24.14,Low,0.131,False,route_complexity
FLT-0021,2024-08-01,23.93,Low,0.1387,False,route_complexity
FLT-0021,2024-09-01,24.31,Low,0.0916,False,route_complexity
FLT-0021,2024-10-01,24.44,Low,0.1297,False,route_complexity
FLT-0021,2024-11-01,24.9,Low,0.1059,False,route_complexity
FLT-0021,2024-12-01,26.42,Low,0.0979,False,route_complexity
FLT-0021,2025-01-01,24.8,Low,0.1146,False,route_complexity
FLT-0021,2025-02-01,85.3,Critical,0.0735,False,loss_ratio
FLT-0021,2025-03-01,91.88,Critical,-0.0629,True,loss_ratio
FLT-0021,2025-04-01,27.01,Low,0.0873,False,route_complexity
FLT-0021,2025-05-01,89.96,Critical,-0.0338,True,loss_ratio
FLT-0021,2025-06-01,88.93,Critical,-0.0086,True,loss_ratio
FLT-0021,2025-07-01,87.79,Critical,-0.0388,True,loss_ratio
FLT-0021,2025-08-01,88.18,Critical,0.0248,False,loss_ratio
FLT-0021,2025-09-01,87.65,Critical,0.0641,False,loss_ratio
FLT-0021,2025-10-01,88.04,Critical,0.0104,False,loss_ratio
FLT-0021,2025-11-01,87.12,Critical,0.065,False,loss_ratio
FLT-0021,2025-12-01,25.41,Low,0.1179,False,route_complexity
FLT-0022,2024-01-01,26.43,Low,0.1606,False,safety_program_gap
FLT-0022,2024-02-01,23.9,Low,0.1412,False,safety_program_gap
FLT-0022,2024-03-01,23.72,Low,0.1247,False,safety_program_gap
FLT-0022,2024-04-01,25.97,Low,0.1485,False,safety_program_gap
FLT-0022,2024-05-01,23.74,Low,0.1259,False,safety_program_gap
FLT-0022,2024-06-01,24.22,Low,0.1437,False,safety_program_gap
FLT-0022,2024-07-01,26.22,Low,0.1574,False,safety_program_gap
FLT-0022,2024-08-01,24.03,Low,0.138,False,safety_program_gap
FLT-0022,2024-09-01,26.03,Low,0.134,False,safety_program_gap
FLT-0022,2024-10-01,25.87,Low,0.149,False,safety_program_gap
FLT-0022,2024-11-01,25.55,Low,0.1515,False,safety_program_gap
FLT-0022,2024-12-01,26.01,Low,0.1396,False,safety_program_gap
FLT-0022,2025-01-01,71.38,High,0.0901,False,loss_ratio
FLT-0022,2025-02-01,67.27,High,0.0827,False,loss_ratio
FLT-0022,2025-03-01,65.05,High,0.096,False,loss_ratio
FLT-0022,2025-04-01,63.4,High,0.0769,False,loss_ratio
FLT-0022,2025-05-01,42.24,Medium,0.1296,False,safety_program_gap
FLT-0022,2025-06-01,80.16,Critical,0.1064,False,loss_ratio
FLT-0022,2025-07-01,46.72,Medium,0.0846,False,safety_program_gap
FLT-0022,2025-08-01,62.01,High,0.08,False,loss_ratio
FLT-0022,2025-09-01,79.39,High,0.0966,False,loss_ratio
FLT-0022,2025-10-01,25.73,Low,0.1545,False,safety_program_gap
FLT-0022,2025-11-01,25.3,Low,0.1607,False,safety_program_gap
FLT-0022,2025-12-01,24.49,Low,0.1521,False,safety_program_gap
FLT-0023,2024-01-01,25.42,Low,0.158,False,maintenance_gap
FLT-0023,2024-02-01,25.59,Low,0.1385,False,maintenance_gap
FLT-0023,2024-03-01,25.16,Low,0.1498,False,maintenance_gap
FLT-0023,2024-04-01,26.4,Low,0.1499,False,maintenance_gap
FLT-0023,2024-05-01,26.52,Low,0.1526,False,maintenance_gap
FLT-0023,2024-06-01,25.67,Low,0.1526,False,maintenance_gap
FLT-0023,2024-07-01,24.37,Low,0.1516,False,maintenance_gap
FLT-0023,2024-08-01,25.41,Low,0.1433,False,maintenance_gap
FLT-0023,2024-09-01,25.4,Low,0.163,False,maintenance_gap
FLT-0023,2024-10-01,25.21,Low,0.1617,False,maintenance_gap
FLT-0023,2024-11-01,25.5,Low,0.1421,False,maintenance_gap
FLT-0023,2024-12-01,25.94,Low,0.1479,False,maintenance_gap
FLT-0023,2025-01-01,88.76,Critical,0.1163,False,loss_ratio
FLT-0023,2025-02-01,89.66,Critical,0.0694,False,loss_ratio
FLT-0023,2025-03-01,25.57,Low,0.1508,False,maintenance_gap
FLT-0023,2025-04-01,88.27,Critical,0.1134,False,loss_ratio
FLT-0023,2025-05-01,87.63,Critical,0.078,False,loss_ratio
FLT-0023,2025-06-01,65.78,High,0.1332,False,loss_ratio
FLT-0023,2025-07-01,25.42,Low,0.137,False,maintenance_gap
FLT-0023,2025-08-01,55.12,Medium,0.1046,False,loss_ratio
FLT-0023,2025-09-01,89.87,Critical,-0.0176,True,loss_ratio
FLT-0023,2025-10-01,25.12,Low,0.1494,False,maintenance_gap
FLT-0023,2025-11-01,88.3,Critical,0.0976,False,loss_ratio
FLT-0023,2025-12-01,25.39,Low,0.1544,False,maintenance_gap
FLT-0024,2024-01-01,23.28,Low,0.1686,False,route_complexity
FLT-0024,2024-02-01,22.12,Low,0.1783,False,route_complexity
FLT-0024,2024-03-01,22.8,Low,0.1708,False,route_complexity
FLT-0024,2024-04-01,22.71,Low,0.1646,False,route_complexity
FLT-0024,2024-05-01,21.4,Low,0.151,False,route_complexity
FLT-0024,2024-06-01,22.99,Low,0.1824,False,route_complexity
FLT-0024,2024-07-01,22.38,Low,0.1774,False,route_complexity
FLT-0024,2024-08-01,23.62,Low,0.1744,False,route_complexity
FLT-0024,2024-09-01,22.65,Low,0.1649,False,route_complexity
FLT-0024,2024-10-01,23.29,Low,0.1795,False,route_complexity
FLT-0024,2024-11-01,22.86,Low,0.1764,False,route_complexity
FLT-0024,2024-12-01,22.45,Low,0.17,False,route_complexity
FLT-0024,2025-01-01,86.23,Critical,0.1238,False,loss_ratio
FLT-0024,2025-02-01,23.9,Low,0.1691,False,route_complexity
FLT-0024,2025-03-01,62.76,High,0.1562,False,loss_ratio
FLT-0024,2025-04-01,22.05,Low,0.1809,False,route_complexity
FLT-0024,2025-05-01,86.91,Critical,0.0912,False,loss_ratio
FLT-0024,2025-06-01,83.7,Critical,0.1326,False,loss_ratio
FLT-0024,2025-07-01,79.91,High,0.1492,False,loss_ratio
FLT-0024,2025-08-01,76.9,High,0.1288,False,loss_ratio
FLT-0024,2025-09-01,85.39,Critical,0.1355,False,loss_ratio
FLT-0024,2025-10-01,86.88,Critical,0.1321,False,loss_ratio
FLT-0024,2025-11-01,22.71,Low,0.1752,False,route_complexity
FLT-0024,2025-12-01,22.24,Low,0.1609,False,route_complexity
FLT-0025,2024-01-01,23.62,Low,0.1669,False,route_complexity
FLT-0025,2024-02-01,24.11,Low,0.1661,False,route_complexity
FLT-0025,2024-03-01,25.62,Low,0.1486,False,route_complexity
FLT-0025,2024-04-01,23.41,Low,0.1546,False,route_complexity
FLT-0025,2024-05-01,25.1,Low,0.1433,False,route_complexity
FLT-0025,2024-06-01,22.88,Low,0.1622,False,route_complexity
FLT-0025,2024-07-01,23.69,Low,0.1608,False,route_complexity
FLT-0025,2024-08-01,25.1,Low,0.1636,False,route_complexity
FLT-0025,2024-09-01,23.11,Low,0.1439,False,route_complexity
FLT-0025,2024-10-01,23.68,Low,0.1599,False,route_complexity
FLT-0025,2024-11-01,24.0,Low,0.141,False,route_complexity
FLT-0025,2024-12-01,24.52,Low,0.1486,False,route_complexity
FLT-0025,2025-01-01,52.86,Medium,0.1194,False,loss_ratio
FLT-0025,2025-02-01,65.34,High,0.1028,False,loss_ratio
FLT-0025,2025-03-01,48.01,Medium,0.1186,False,route_complexity
FLT-0025,2025-04-01,69.17,High,0.1279,False,loss_ratio
FLT-0025,2025-05-01,49.42,Medium,0.1164,False,route_complexity
FLT-0025,2025-06-01,23.04,Low,0.1362,False,route_complexity
FLT-0025,2025-07-01,76.84,High,0.0953,False,loss_ratio
FLT-0025,2025-08-01,77.61,High,0.1089,False,loss_ratio
FLT-0025,2025-09-01,68.56,High,0.0635,False,loss_ratio
FLT-0025,2025-10-01,46.63,Medium,0.1246,False,route_complexity
FLT-0025,2025-11-01,24.41,Low,0.1475,False,route_complexity
FLT-0025,2025-12-01,23.43,Low,0.1616,False,route_complexity
FLT-0026,2024-01-01,27.48,Low,0.1604,False,route_complexity
FLT-0026,2024-02-01,27.92,Low,0.1766,False,route_complexity
FLT-0026,2024-03-01,28.07,Low,0.1293,False,route_complexity
FLT-0026,2024-04-01,28.82,Low,0.1244,False,route_complexity
FLT-0026,2024-05-01,27.2,Low,0.1638,False,route_complexity
FLT-0026,2024-06-01,28.16,Low,0.13,False,route_complexity
FLT-0026,2024-07-01,28.16,Low,0.175,False,route_complexity
FLT-0026,2024-08-01,28.07,Low,0.1707,False,route_complexity
FLT-0026,2024-09-01,26.83,Low,0.173,False,route_complexity
FLT-0026,2024-10-01,27.26,Low,0.1707,False,route_complexity
FLT-0026,2024-11-01,28.05,Low,0.1654,False,route_complexity
FLT-0026,2024-12-01,27.77,Low,0.1618,False,route_complexity
FLT-0026,2025-01-01,90.68,Critical,0.1093,False,loss_ratio
FLT-0026,2025-02-01,88.74,Critical,0.1466,False,loss_ratio
FLT-0026,2025-03-01,91.46,Critical,0.0382,False,loss_ratio
FLT-0026,2025-04-01,91.74,Critical,0.0629,False,loss_ratio
FLT-0026,2025-05-01,89.44,Critical,0.124,False,loss_ratio
FLT-0026,2025-06-01,88.4,Critical,0.1188,False,loss_ratio
FLT-0026,2025-07-01,26.52,Low,0.1708,False,route_complexity
FLT-0026,2025-08-01,54.97,Medium,0.143,False,loss_ratio
FLT-0026,2025-09-01,92.18,Critical,0.0452,False,loss_ratio
FLT-0026,2025-10-01,27.41,Low,0.1585,False,route_complexity
FLT-0026,2025-11-01,92.26,Critical,0.0271,False,loss_ratio
FLT-0026,2025-12-01,27.46,Low,0.1484,False,route_complexity
FLT-0027,2024-01-01,26.03,Low,0.1311,False,maintenance_gap
FLT-0027,2024-02-01,24.7,Low,0.144,False,maintenance_gap
FLT-0027,2024-03-01,24.86,Low,0.1533,False,maintenance_gap
FLT-0027,2024-04-01,25.8,Low,0.1597,False,maintenance_gap
FLT-0027,2024-05-01,26.01,Low,0.1566,False,maintenance_gap
FLT-0027,2024-06-01,26.23,Low,0.1563,False,maintenance_gap
FLT-0027,2024-07-01,25.15,Low,0.1428,False,maintenance_gap
FLT-0027,2024-08-01,24.47,Low,0.1493,False,maintenance_gap
FLT-0027,2024-09-01,25.3,Low,0.1406,False,maintenance_gap
FLT-0027,2024-10-01,26.08,Low,0.1581,False,maintenance_gap
FLT-0027,2024-11-01,26.08,Low,0.1606,False,maintenance_gap
FLT-0027,2024-12-01,25.33,Low,0.1532,False,maintenance_gap
FLT-0027,2025-01-01,91.02,Critical,0.042,False,loss_ratio
FLT-0027,2025-02-01,88.97,Critical,0.0751,False,loss_ratio
FLT-0027,2025-03-01,52.77,Medium,0.1226,False,loss_ratio
FLT-0027,2025-04-01,88.32,Critical,0.1038,False,loss_ratio
FLT-0027,2025-05-01,59.49,Medium,0.1162,False,loss_ratio
FLT-0027,2025-06-01,26.42,Low,0.1492,False,maintenance_gap
FLT-0027,2025-07-01,64.75,High,0.1336,False,loss_ratio
FLT-0027,2025-08-01,89.54,Critical,0.1057,False,loss_ratio
FLT-0027,2025-09-01,88.93,Critical,0.0882,False,loss_ratio
FLT-0027,2025-10-01,90.13,Critical,0.06,False,loss_ratio
FLT-0027,2025-11-01,88.23,Critical,0.1182,False,loss_ratio
FLT-0027,2025-12-01,26.47,Low,0.1634,False,maintenance_gap
FLT-0028,2024-01-01,23.59,Low,0.1286,False,maintenance_gap
FLT-0028,2024-02-01,24.72,Low,0.1255,False,maintenance_gap
FLT-0028,2024-03-01,25.08,Low,0.1124,False,maintenance_gap
FLT-0028,2024-04-01,24.47,Low,0.1295,False,maintenance_gap
FLT-0028,2024-05-01,23.03,Low,0.0799,False,maintenance_gap
FLT-0028,2024-06-01,24.44,Low,0.1012,False,maintenance_gap
FLT-0028,2024-07-01,23.09,Low,0.1102,False,maintenance_gap
FLT-0028,2024-08-01,24.69,Low,0.1135,False,maintenance_gap
FLT-0028,2024-09-01,24.76,Low,0.1383,False,maintenance_gap
FLT-0028,2024-10-01,25.71,Low,0.1263,False,maintenance_gap
FLT-0028,2024-11-01,23.25,Low,0.129,False,maintenance_gap
FLT-0028,2024-12-01,24.78,Low,0.1373,False,maintenance_gap
FLT-0028,2025-01-01,76.62,High,0.046,False,loss_ratio
FLT-0028,2025-02-01,73.97,High,0.0604,False,loss_ratio
FLT-0028,2025-03-01,81.51,Critical,0.0552,False,loss_ratio
FLT-0028,2025-04-01,25.13,Low,0.1287,False,maintenance_gap
FLT-0028,2025-05-01,69.47,High,0.0625,False,loss_ratio
FLT-0028,2025-06-01,25.42,Low,0.1316,False,maintenance_gap
FLT-0028,2025-07-01,65.95,High,0.0774,False,loss_ratio
FLT-0028,2025-08-01,57.94,Medium,0.0925,False,loss_ratio
FLT-0028,2025-09-01,24.19,Low,0.133,False,maintenance_gap
FLT-0028,2025-10-01,90.64,Critical,0.0355,False,loss_ratio
FLT-0028,2025-11-01,88.32,Critical,0.0189,False,loss_ratio
FLT-0028,2025-12-01,23.03,Low,0.1047,False,maintenance_gap
FLT-0029,2024-01-01,24.45,Low,0.0496,False,maintenance_gap
FLT-0029,2024-02-01,27.25,Low,0.0469,False,maintenance_gap
FLT-0029,2024-03-01,25.67,Low,0.0203,False,maintenance_gap
FLT-0029,2024-04-01,24.3,Low,0.0515,False,maintenance_gap
FLT-0029,2024-05-01,24.43,Low,0.0988,False,maintenance_gap
FLT-0029,2024-06-01,23.98,Low,0.0742,False,route_complexity
FLT-0029,2024-07-01,21.23,Low,0.0806,False,maintenance_gap
FLT-0029,2024-08-01,26.46,Low,0.0491,False,maintenance_gap
FLT-0029,2024-09-01,21.47,Low,0.0698,False,maintenance_gap
FLT-0029,2024-10-01,21.67,Low,0.0699,False,maintenance_gap
FLT-0029,2024-11-01,22.69,Low,0.0286,False,maintenance_gap
FLT-0029,2024-12-01,21.6,Low,0.0486,False,maintenance_gap
FLT-0029,2025-01-01,83.6,Critical,0.0432,False,loss_ratio
FLT-0029,2025-02-01,92.76,Critical,-0.0493,True,loss_ratio
FLT-0029,2025-03-01,67.66,High,-0.0001,True,loss_ratio
FLT-0029,2025-04-01,24.61,Low,0.0605,False,route_complexity
FLT-0029,2025-05-01,59.46,Medium,0.0308,False,loss_ratio
FLT-0029,2025-06-01,89.85,Critical,0.0096,False,loss_ratio
FLT-0029,2025-07-01,23.46,Low,0.0998,False,maintenance_gap
FLT-0029,2025-08-01,43.71,Medium,0.0479,False,maintenance_gap
FLT-0029,2025-09-01,60.44,High,0.0492,False,loss_ratio
FLT-0029,2025-10-01,43.32,Medium,0.0276,False,maintenance_gap
FLT-0029,2025-11-01,76.09,High,0.0093,False,loss_ratio
FLT-0029,2025-12-01,33.96,Low,-0.0563,True,maintenance_gap
FLT-0030,2024-01-01,27.44,Low,0.1366,False,maintenance_gap
FLT-0030,2024-02-01,28.84,Low,0.1581,False,maintenance_gap
FLT-0030,2024-03-01,26.85,Low,0.1215,False,maintenance_gap
FLT-0030,2024-04-01,28.81,Low,0.1571,False,maintenance_gap
FLT-0030,2024-05-01,27.2,Low,0.1345,False,maintenance_gap
FLT-0030,2024-06-01,28.26,Low,0.1501,False,maintenance_gap
FLT-0030,2024-07-01,27.9,Low,0.1227,False,maintenance_gap
FLT-0030,2024-08-01,27.89,Low,0.1378,False,maintenance_gap
FLT-0030,2024-09-01,28.35,Low,0.1631,False,maintenance_gap
FLT-0030,2024-10-01,27.72,Low,0.1387,False,maintenance_gap
FLT-0030,2024-11-01,27.04,Low,0.1328,False,maintenance_gap
FLT-0030,2024-12-01,27.6,Low,0.1514,False,maintenance_gap
FLT-0030,2025-01-01,69.18,High,0.1098,False,loss_ratio
FLT-0030,2025-02-01,71.88,High,0.1046,False,loss_ratio
FLT-0030,2025-03-01,58.16,Medium,0.1312,False,loss_ratio
FLT-0030,2025-04-01,62.32,High,0.1095,False,loss_ratio
FLT-0030,2025-05-01,27.82,Low,0.1504,False,maintenance_gap
FLT-0030,2025-06-01,47.98,Medium,0.1336,False,maintenance_gap
FLT-0030,2025-07-01,93.0,Critical,0.0747,False,loss_ratio
FLT-0030,2025-08-01,56.92,Medium,0.114,False,loss_ratio
FLT-0030,2025-09-01,27.5,Low,0.1559,False,maintenance_gap
FLT-0030,2025-10-01,27.4,Low,0.151,False,maintenance_gap
FLT-0030,2025-11-01,52.96,Medium,0.1181,False,maintenance_gap
FLT-0030,2025-12-01,27.64,Low,0.1262,False,maintenance_gap
FLT-0031,2024-01-01,17.65,Low,0.0597,False,route_complexity
FLT-0031,2024-02-01,17.06,Low,0.0582,False,route_complexity
FLT-0031,2024-03-01,18.15,Low,0.0612,False,route_complexity
FLT-0031,2024-04-01,19.27,Low,0.0243,False,route_complexity
FLT-0031,2024-05-01,21.05,Low,0.0141,False,route_complexity
FLT-0031,2024-06-01,16.87,Low,0.0186,False,route_complexity
FLT-0031,2024-07-01,15.39,Low,0.062,False,route_complexity
FLT-0031,2024-08-01,16.44,Low,0.0062,False,route_complexity
FLT-0031,2024-09-01,15.02,Low,0.0859,False,route_complexity
FLT-0031,2024-10-01,19.33,Low,-0.0151,True,route_complexity
FLT-0031,2024-11-01,17.77,Low,0.0448,False,route_complexity
FLT-0031,2024-12-01,19.73,Low,0.012,False,route_complexity
FLT-0031,2025-01-01,82.31,Critical,0.0029,False,loss_ratio
FLT-0031,2025-02-01,87.25,Critical,-0.0346,True,loss_ratio
FLT-0031,2025-03-01,18.1,Low,0.0035,False,route_complexity
FLT-0031,2025-04-01,82.13,Critical,-0.0314,True,loss_ratio
FLT-0031,2025-05-01,72.64,High,0.0384,False,loss_ratio
FLT-0031,2025-06-01,79.68,High,-0.0021,True,loss_ratio
FLT-0031,2025-07-01,83.58,Critical,-0.0439,True,loss_ratio
FLT-0031,2025-08-01,78.3,High,0.0287,False,loss_ratio
FLT-0031,2025-09-01,18.21,Low,0.0227,False,route_complexity
FLT-0031,2025-10-01,84.41,Critical,-0.0275,True,loss_ratio
FLT-0031,2025-11-01,82.48,Critical,-0.0521,True,loss_ratio
FLT-0031,2025-12-01,13.82,Low,0.0659,False,route_complexity
FLT-0032,2024-01-01,27.0,Low,0.1266,False,route_complexity
FLT-0032,2024-02-01,25.79,Low,0.1746,False,route_complexity
FLT-0032,2024-03-01,28.18,Low,0.1643,False,route_complexity
FLT-0032,2024-04-01,26.72,Low,0.1615,False,route_complexity
FLT-0032,2024-05-01,28.15,Low,0.1613,False,route_complexity
FLT-0032,2024-06-01,27.36,Low,0.1724,False,route_complexity
FLT-0032,2024-07-01,26.93,Low,0.1602,False,route_complexity
FLT-0032,2024-08-01,27.23,Low,0.1757,False,route_complexity
FLT-0032,2024-09-01,28.09,Low,0.128,False,route_complexity
FLT-0032,2024-10-01,28.33,Low,0.171,False,route_complexity
FLT-0032,2024-11-01,27.62,Low,0.1536,False,route_complexity
FLT-0032,2024-12-01,28.49,Low,0.177,False,route_complexity
FLT-0032,2025-01-01,26.99,Low,0.1532,False,route_complexity
FLT-0032,2025-02-01,27.67,Low,0.132,False,route_complexity
FLT-0032,2025-03-01,93.76,Critical,0.0466,False,loss_ratio
FLT-0032,2025-04-01,95.57,Critical,0.0387,False,loss_ratio
FLT-0032,2025-05-01,91.37,Critical,0.0768,False,loss_ratio
FLT-0032,2025-06-01,26.98,Low,0.1609,False,route_complexity
FLT-0032,2025-07-01,26.64,Low,0.1624,False,route_complexity
FLT-0032,2025-08-01,26.53,Low,0.1566,False,route_complexity
FLT-0032,2025-09-01,92.6,Critical,0.0427,False,loss_ratio
FLT-0032,2025-10-01,49.22,Medium,0.0993,False,route_complexity
FLT-0032,2025-11-01,95.58,Critical,0.0508,False,loss_ratio
FLT-0032,2025-12-01,28.31,Low,0.1327,False,route_complexity
FLT-0033,2024-01-01,23.56,Low,0.1587,False,route_complexity
FLT-0033,2024-02-01,24.95,Low,0.1506,False,route_complexity
FLT-0033,2024-03-01,25.82,Low,0.1724,False,route_complexity
FLT-0033,2024-04-01,25.03,Low,0.1557,False,route_complexity
FLT-0033,2024-05-01,25.79,Low,0.1769,False,route_complexity
FLT-0033,2024-06-01,24.75,Low,0.1564,False,route_complexity
FLT-0033,2024-07-01,24.41,Low,0.1757,False,route_complexity
FLT-0033,2024-08-01,24.79,Low,0.1709,False,route_complexity
FLT-0033,2024-09-01,24.91,Low,0.1558,False,route_complexity
FLT-0033,2024-10-01,26.01,Low,0.1738,False,route_complexity
FLT-0033,2024-11-01,24.52,Low,0.167,False,route_complexity
FLT-0033,2024-12-01,24.79,Low,0.1686,False,route_complexity
FLT-0033,2025-01-01,88.37,Critical,0.0728,False,loss_ratio
FLT-0033,2025-02-01,86.83,Critical,0.1244,False,loss_ratio
FLT-0033,2025-03-01,86.32,Critical,0.1533,False,loss_ratio
FLT-0033,2025-04-01,89.22,Critical,0.0645,False,loss_ratio
FLT-0033,2025-05-01,92.7,Critical,0.0004,False,loss_ratio
FLT-0033,2025-06-01,85.77,Critical,0.1112,False,loss_ratio
FLT-0033,2025-07-01,88.12,Critical,0.1118,False,loss_ratio
FLT-0033,2025-08-01,88.25,Critical,0.0523,False,loss_ratio
FLT-0033,2025-09-01,82.5,Critical,0.1428,False,loss_ratio
FLT-0033,2025-10-01,86.38,Critical,0.1368,False,loss_ratio
FLT-0033,2025-11-01,25.76,Low,0.1426,False,route_complexity
FLT-0033,2025-12-01,24.66,Low,0.1632,False,route_complexity
FLT-0034,2024-01-01,24.28,Low,0.1347,False,route_complexity
FLT-0034,2024-02-01,24.3,Low,0.1344,False,route_complexity
FLT-0034,2024-03-01,24.35,Low,0.1296,False,route_complexity
FLT-0034,2024-04-01,24.11,Low,0.1055,False,route_complexity
FLT-0034,2024-05-01,23.51,Low,0.1224,False,route_complexity
