claim_id,policy_id,vehicle_id,fleet_id,loss_date,report_date,claim_type,claim_status,paid_loss,reserve_amount,incurred_loss,litigation_flag,bodily_injury_flag,property_damage_flag,software_failure_flag,sensor_issue_flag,weather_condition,accident_severity,subrogation_recovery,claim_close_days,client_type,primary_state
CLM-000321,POL-0020,VEH-00147,FLT-0020,2025-10-02,2025-10-21,property_damage,closed,7365.86,1344.38,8710.24,False,False,False,False,False,wind,minor,0.0,109,rideshare,IL
CLM-000322,POL-0054,VEH-00766,FLT-0054,2025-03-08,2025-03-08,sensor_damage,closed,17686.78,9597.28,27284.07,False,False,False,False,False,clear,minor,0.0,206,rideshare,CO
CLM-000323,POL-0023,VEH-01819,FLT-0023,2025-06-05,2025-06-25,bodily_injury,closed,9904.0,15246.44,25150.44,False,True,True,False,False,wind,minor,0.0,109,autonomous_taxi,AZ
CLM-000324,POL-0013,VEH-01241,FLT-0013,2025-03-19,2025-04-06,sensor_damage,open,22558.23,10883.15,33441.38,False,True,False,False,False,wind,moderate,1534.4,151,rideshare,GA
CLM-000325,POL-0013,VEH-01978,FLT-0013,2025-04-20,2025-05-08,collision,closed,17793.88,15245.93,33039.8,False,False,False,False,False,snow,minor,2241.47,50,rideshare,GA
CLM-000326,POL-0035,VEH-01947,FLT-0035,2025-09-15,2025-09-19,collision,litigation,7920.89,10830.51,18751.4,False,False,False,False,False,clear,minor,597.95,48,logistics,GA
CLM-000327,POL-0007,VEH-01905,FLT-0007,2025-09-20,2025-10-06,property_damage,litigation,7983.08,7659.33,15642.41,False,False,True,False,False,clear,minor,4389.39,30,autonomous_taxi,TX
CLM-000328,POL-0062,VEH-00146,FLT-0062,2025-06-05,2025-06-07,property_damage,subrogation,6978.2,3735.47,10713.67,False,False,True,True,False,fog,minor,0.0,32,delivery,CA
CLM-000329,POL-0061,VEH-01557,FLT-0061,2025-05-04,2025-05-23,comprehensive,closed,6294.34,6295.67,12590.01,False,False,False,False,False,wind,minor,2359.34,212,autonomous_taxi,AZ
CLM-000330,POL-0060,VEH-00664,FLT-0060,2025-10-07,2025-10-08,sensor_damage,closed,7102.07,14465.59,21567.66,False,False,True,False,False,rain,moderate,0.0,53,logistics,GA
CLM-000331,POL-0079,VEH-01461,FLT-0079,2025-08-16,2025-09-04,bodily_injury,open,17684.84,24840.43,42525.26,False,False,True,False,False,rain,minor,890.73,71,delivery,GA
CLM-000332,POL-0074,VEH-00500,FLT-0074,2025-05-04,2025-05-06,bodily_injury,litigation,8745.11,11535.69,20280.8,False,False,True,False,False,wind,minor,3682.17,92,mixed_mobility,NY
CLM-000333,POL-0069,VEH-00071,FLT-0069,2025-04-24,2025-04-29,bodily_injury,closed,23066.68,7127.87,30194.55,False,False,True,False,False,snow,moderate,0.0,50,mixed_mobility,NY
CLM-000334,POL-0014,VEH-01434,FLT-0014,2025-06-02,2025-06-20,sensor_damage,closed,19336.26,5484.5,24820.76,False,False,True,False,False,rain,minor,3961.83,130,rideshare,TX
CLM-000335,POL-0075,VEH-01734,FLT-0075,2025-10-31,2025-11-10,bodily_injury,subrogation,18777.83,17278.96,36056.79,True,True,True,False,False,clear,minor,705.18,185,autonomous_taxi,NV
CLM-000336,POL-0010,VEH-01522,FLT-0010,2025-03-24,2025-04-04,sensor_damage,closed,25074.39,14794.39,39868.78,False,False,True,False,False,rain,minor,3241.03,111,logistics,GA
CLM-000337,POL-0019,VEH-00603,FLT-0019,2025-06-05,2025-06-12,comprehensive,closed,67154.92,13633.27,80788.19,False,False,True,False,False,wind,moderate,157.09,215,autonomous_taxi,NV
CLM-000338,POL-0065,VEH-01796,FLT-0065,2025-10-22,2025-10-30,property_damage,closed,13817.63,11254.32,25071.96,False,False,True,False,False,fog,moderate,4083.88,215,mixed_mobility,GA
CLM-000339,POL-0077,VEH-01643,FLT-0077,2025-08-15,2025-08-27,sensor_damage,closed,14181.51,29684.23,43865.74,False,False,True,True,False,fog,minor,0.0,51,rideshare,AZ
CLM-000340,POL-0056,VEH-00827,FLT-0056,2025-04-03,2025-04-12,sensor_damage,closed,36829.48,19864.48,56693.95,True,False,True,False,False,clear,major,3722.66,60,autonomous_taxi,GA
CLM-000341,POL-0009,VEH-01069,FLT-0009,2025-09-11,2025-09-25,sensor_damage,closed,26477.63,31875.09,58352.72,False,False,False,False,False,rain,moderate,653.13,82,delivery,AZ
CLM-000342,POL-0054,VEH-00139,FLT-0054,2025-02-18,2025-02-27,collision,open,17372.81,11754.18,29126.99,False,False,False,False,False,rain,moderate,0.0,185,rideshare,CO
CLM-000343,POL-0065,VEH-01816,FLT-0065,2025-04-04,2025-04-14,property_damage,open,42336.57,6542.69,48879.26,False,True,True,False,False,clear,minor,2954.4,96,mixed_mobility,GA
CLM-000344,POL-0065,VEH-00407,FLT-0065,2025-05-10,2025-05-22,comprehensive,closed,13813.17,11821.41,25634.58,False,False,True,False,False,clear,minor,1595.87,77,mixed_mobility,GA
CLM-000345,POL-0080,VEH-00193,FLT-0080,2025-07-08,2025-07-13,comprehensive,closed,50376.98,35807.84,86184.82,False,False,True,False,False,snow,major,915.2,174,delivery,IL
CLM-000346,POL-0030,VEH-00839,FLT-0030,2025-03-31,2025-04-13,comprehensive,closed,9242.76,3747.68,12990.44,False,False,True,False,False,rain,minor,0.0,161,autonomous_taxi,IL
CLM-000347,POL-0075,VEH-00093,FLT-0075,2025-08-27,2025-08-30,bodily_injury,open,8095.35,16341.2,24436.55,False,False,True,False,True,fog,minor,79.91,186,autonomous_taxi,NV
CLM-000348,POL-0038,VEH-01039,FLT-0038,2025-04-04,2025-04-19,collision,closed,24643.37,12074.6,36717.97,False,False,True,True,False,clear,minor,1450.55,190,autonomous_taxi,NY
CLM-000349,POL-0048,VEH-01986,FLT-0048,2025-04-22,2025-05-11,collision,open,30225.55,10921.61,41147.16,False,False,False,True,False,fog,moderate,3511.05,158,autonomous_taxi,FL
CLM-000350,POL-0009,VEH-01184,FLT-0009,2025-04-02,2025-04-14,sensor_damage,litigation,21341.37,36217.2,57558.57,False,False,True,True,False,clear,minor,2915.13,122,delivery,AZ
CLM-000351,POL-0024,VEH-01982,FLT-0024,2025-05-22,2025-05-30,comprehensive,closed,29009.22,21817.65,50826.87,False,False,True,False,False,wind,major,3014.66,173,autonomous_taxi,FL
CLM-000352,POL-0079,VEH-00130,FLT-0079,2025-06-19,2025-06-29,property_damage,closed,12198.75,2471.18,14669.93,False,False,True,False,True,wind,minor,726.71,195,delivery,GA
CLM-000353,POL-0060,VEH-01813,FLT-0060,2025-07-24,2025-08-04,bodily_injury,open,24771.92,2588.68,27360.6,False,False,True,False,False,rain,minor,4534.02,120,logistics,GA
CLM-000354,POL-0049,VEH-00278,FLT-0049,2025-05-28,2025-05-28,sensor_damage,litigation,9967.25,3596.3,13563.55,False,False,False,True,True,wind,minor,2708.87,25,rideshare,FL
CLM-000355,POL-0009,VEH-01983,FLT-0009,2025-08-01,2025-08-08,comprehensive,closed,86622.91,8370.63,94993.54,False,False,True,False,False,fog,severe,0.0,50,delivery,AZ
CLM-000356,POL-0030,VEH-01362,FLT-0030,2025-07-23,2025-08-09,property_damage,closed,3629.91,3858.04,7487.95,False,False,True,False,False,wind,moderate,100.93,29,autonomous_taxi,IL
CLM-000357,POL-0007,VEH-01905,FLT-0007,2025-01-22,2025-01-28,comprehensive,closed,55628.78,11706.94,67335.73,True,True,True,False,False,wind,moderate,1847.14,187,autonomous_taxi,TX
CLM-000358,POL-0004,VEH-01126,FLT-0004,2025-06-20,2025-07-10,collision,open,43663.82,27622.21,71286.03,False,False,True,True,False,clear,moderate,2239.68,66,mixed_mobility,FL
CLM-000359,POL-0079,VEH-00130,FLT-0079,2025-03-20,2025-03-23,bodily_injury,closed,18999.61,2466.9,21466.5,False,True,True,False,True,clear,moderate,0.0,94,delivery,GA
CLM-000360,POL-0007,VEH-01877,FLT-0007,2025-09-12,2025-09-13,comprehensive,subrogation,22933.0,6183.69,29116.7,True,True,True,False,False,clear,minor,4807.24,179,autonomous_taxi,TX
CLM-000361,POL-0004,VEH-00893,FLT-0004,2025-09-03,2025-09-10,property_damage,litigation,19834.8,20253.61,40088.42,False,False,True,False,False,wind,moderate,5765.4,86,mixed_mobility,FL
CLM-000362,POL-0054,VEH-00463,FLT-0054,2025-09-15,2025-09-21,bodily_injury,closed,2184.7,2167.4,4352.1,False,False,True,False,False,fog,minor,3516.67,94,rideshare,CO
CLM-000363,POL-0071,VEH-01798,FLT-0071,2025-11-09,2025-11-14,comprehensive,closed,18289.47,7227.05,25516.53,False,False,True,False,False,wind,major,643.75,110,rideshare,NV
CLM-000364,POL-0022,VEH-00125,FLT-0022,2025-07-04,2025-07-23,comprehensive,open,4699.48,5505.17,10204.65,False,False,True,False,False,rain,minor,0.0,190,delivery,IL
CLM-000365,POL-0068,VEH-01304,FLT-0068,2025-03-21,2025-04-07,property_damage,open,2341.36,3121.8,5463.15,False,False,True,False,False,snow,minor,0.0,177,mixed_mobility,TX
CLM-000366,POL-0069,VEH-00307,FLT-0069,2025-07-06,2025-07-25,property_damage,open,6596.33,414.43,7010.76,True,True,False,False,False,rain,minor,1685.79,165,mixed_mobility,NY
CLM-000367,POL-0014,VEH-01767,FLT-0014,2025-04-16,2025-05-03,comprehensive,closed,32345.36,36462.17,68807.54,False,False,False,False,False,rain,moderate,3447.99,62,rideshare,TX
CLM-000368,POL-0061,VEH-00722,FLT-0061,2025-11-09,2025-11-20,collision,closed,65900.88,18299.17,84200.04,False,False,True,False,False,rain,minor,0.0,188,autonomous_taxi,AZ
CLM-000369,POL-0037,VEH-00051,FLT-0037,2025-09-22,2025-10-08,bodily_injury,closed,4836.08,6891.59,11727.67,False,False,True,False,False,snow,major,2790.02,57,delivery,CA
CLM-000370,POL-0075,VEH-01974,FLT-0075,2025-10-24,2025-11-03,comprehensive,closed,16540.57,1549.0,18089.58,False,False,True,True,False,snow,minor,758.15,232,autonomous_taxi,NV
CLM-000371,POL-0046,VEH-01046,FLT-0046,2025-07-11,2025-07-30,bodily_injury,closed,2727.14,4228.91,6956.05,False,False,False,False,False,snow,minor,1900.3,198,autonomous_taxi,IL
CLM-000372,POL-0054,VEH-00425,FLT-0054,2025-08-15,2025-08-29,property_damage,litigation,7803.71,13550.08,21353.78,False,False,True,False,False,snow,moderate,3249.93,156,rideshare,CO
CLM-000373,POL-0073,VEH-00342,FLT-0073,2025-11-05,2025-11-22,property_damage,open,41323.22,16298.45,57621.67,False,False,True,False,False,clear,moderate,929.79,149,autonomous_taxi,CO
CLM-000374,POL-0012,VEH-01710,FLT-0012,2025-03-07,2025-03-10,sensor_damage,closed,81172.35,10809.47,91981.82,False,False,True,False,False,snow,major,0.0,66,logistics,GA
CLM-000375,POL-0027,VEH-00322,FLT-0027,2025-01-09,2025-01-24,bodily_injury,closed,13610.86,19969.96,33580.82,False,False,False,False,False,snow,minor,0.0,107,logistics,IL
CLM-000376,POL-0008,VEH-01777,FLT-0008,2025-08-26,2025-09-08,bodily_injury,closed,27731.77,24220.63,51952.4,False,False,False,False,False,fog,minor,0.0,18,logistics,FL
CLM-000377,POL-0004,VEH-01989,FLT-0004,2025-02-15,2025-02-22,bodily_injury,closed,5187.22,8798.82,13986.05,False,False,True,False,False,fog,moderate,3682.89,41,mixed_mobility,FL
CLM-000378,POL-0053,VEH-01860,FLT-0053,2025-07-15,2025-07-26,comprehensive,litigation,12831.97,2564.58,15396.55,False,False,True,False,False,fog,moderate,0.0,168,autonomous_taxi,CO
CLM-000379,POL-0021,VEH-01014,FLT-0021,2025-05-06,2025-05-07,property_damage,litigation,9842.43,686.54,10528.97,False,False,True,False,False,clear,minor,1022.63,110,mixed_mobility,TX
CLM-000380,POL-0024,VEH-01481,FLT-0024,2025-03-24,2025-03-29,comprehensive,closed,21757.81,10222.5,31980.3,False,False,False,True,False,rain,major,0.0,149,autonomous_taxi,FL
CLM-000381,POL-0020,VEH-00930,FLT-0020,2025-03-15,2025-03-19,property_damage,subrogation,1823.68,971.13,2794.82,False,False,True,False,False,fog,minor,0.0,153,rideshare,IL
CLM-000382,POL-0065,VEH-00968,FLT-0065,2025-03-16,2025-03-31,comprehensive,closed,27056.07,13449.51,40505.58,False,False,True,False,False,clear,minor,2522.06,235,mixed_mobility,GA
CLM-000383,POL-0012,VEH-00875,FLT-0012,2025-04-24,2025-04-25,collision,closed,16149.21,24679.45,40828.66,False,False,True,False,False,snow,moderate,4733.85,65,logistics,GA
CLM-000384,POL-0065,VEH-01402,FLT-0065,2025-08-15,2025-09-02,bodily_injury,subrogation,13974.87,5428.63,19403.5,False,False,True,False,False,fog,major,2549.56,40,mixed_mobility,GA
CLM-000385,POL-0029,VEH-00982,FLT-0029,2025-05-08,2025-05-09,property_damage,closed,15320.81,1741.43,17062.24,False,False,True,False,False,wind,minor,0.0,86,rideshare,TX
CLM-000386,POL-0055,VEH-00886,FLT-0055,2025-05-21,2025-06-10,property_damage,closed,55075.7,14733.78,69809.48,False,False,False,False,False,rain,minor,0.0,41,rideshare,CO
CLM-000387,POL-0002,VEH-00654,FLT-0002,2025-05-09,2025-05-17,bodily_injury,closed,21917.2,14050.91,35968.11,False,False,True,False,False,snow,moderate,3233.26,36,rideshare,GA
CLM-000388,POL-0007,VEH-00422,FLT-0007,2025-03-17,2025-04-02,comprehensive,closed,15352.44,3884.04,19236.48,False,False,False,False,False,clear,minor,4123.94,49,autonomous_taxi,TX
CLM-000389,POL-0049,VEH-01785,FLT-0049,2025-11-22,2025-11-27,sensor_damage,closed,16760.58,21452.18,38212.76,False,False,True,True,True,clear,minor,2523.43,24,rideshare,FL
CLM-000390,POL-0068,VEH-01967,FLT-0068,2025-07-08,2025-07-14,comprehensive,closed,15744.53,1247.37,16991.9,False,False,True,False,False,wind,minor,4449.73,183,mixed_mobility,TX
CLM-000391,POL-0048,VEH-01207,FLT-0048,2025-07-21,2025-08-10,collision,closed,3098.2,6822.14,9920.33,False,False,True,False,True,rain,moderate,0.0,136,autonomous_taxi,FL
CLM-000392,POL-0077,VEH-00076,FLT-0077,2025-07-05,2025-07-06,property_damage,open,1481.96,2571.73,4053.69,True,False,True,False,True,wind,moderate,114.32,141,rideshare,AZ
CLM-000393,POL-0073,VEH-00834,FLT-0073,2025-03-12,2025-03-19,bodily_injury,closed,4016.19,3364.41,7380.6,False,False,True,False,False,wind,moderate,2052.01,192,autonomous_taxi,CO
CLM-000394,POL-0008,VEH-00997,FLT-0008,2025-11-12,2025-11-25,comprehensive,closed,16961.2,7537.47,24498.67,False,False,True,False,False,snow,moderate,1135.92,200,logistics,FL
CLM-000395,POL-0012,VEH-01513,FLT-0012,2025-03-18,2025-03-31,sensor_damage,closed,26307.38,25853.22,52160.6,False,True,True,False,False,wind,minor,0.0,75,logistics,GA
CLM-000396,POL-0035,VEH-01520,FLT-0035,2025-06-02,2025-06-10,sensor_damage,closed,14963.53,8238.03,23201.56,False,False,False,False,False,fog,major,4181.39,70,logistics,GA
CLM-000397,POL-0030,VEH-01202,FLT-0030,2025-03-09,2025-03-21,property_damage,closed,8345.11,2852.71,11197.82,False,False,False,True,False,rain,minor,4632.25,138,autonomous_taxi,IL
CLM-000398,POL-0064,VEH-01297,FLT-0064,2025-01-09,2025-01-18,sensor_damage,closed,39959.65,7239.02,47198.67,False,True,False,True,False,snow,minor,0.0,178,logistics,IL
CLM-000399,POL-0019,VEH-01318,FLT-0019,2025-05-22,2025-06-11,comprehensive,subrogation,4230.8,6782.04,11012.84,False,False,True,False,False,snow,moderate,2869.11,118,autonomous_taxi,NV
CLM-000400,POL-0058,VEH-01970,FLT-0058,2025-05-27,2025-06-04,property_damage,subrogation,4631.31,9459.71,14091.02,True,False,True,False,False,snow,minor,3301.89,102,mixed_mobility,CA
CLM-000401,POL-0043,VEH-01582,FLT-0043,2025-03-21,2025-04-01,collision,litigation,18778.55,39147.84,57926.38,False,False,True,False,False,clear,severe,4317.78,68,mixed_mobility,NY
CLM-000402,POL-0036,VEH-01552,FLT-0036,2025-07-15,2025-08-02,collision,closed,10988.57,13045.37,24033.94,False,False,True,False,False,snow,minor,0.0,101,autonomous_taxi,GA
CLM-000403,POL-0035,VEH-01122,FLT-0035,2025-02-20,2025-03-10,comprehensive,closed,10169.98,2885.62,13055.6,False,False,True,False,False,fog,minor,0.0,230,logistics,GA
CLM-000404,POL-0046,VEH-01144,FLT-0046,2025-07-22,2025-07-25,collision,open,15178.16,17648.94,32827.1,False,True,True,False,False,wind,minor,29.66,206,autonomous_taxi,IL
CLM-000405,POL-0074,VEH-00010,FLT-0074,2025-08-14,2025-09-03,comprehensive,closed,15915.79,911.28,16827.07,False,False,True,False,False,fog,minor,5674.51,122,mixed_mobility,NY
CLM-000406,POL-0068,VEH-01967,FLT-0068,2025-09-09,2025-09-16,collision,litigation,7815.84,14905.42,22721.25,False,False,True,False,False,fog,minor,2339.19,208,mixed_mobility,TX
CLM-000407,POL-0027,VEH-00740,FLT-0027,2025-09-16,2025-09-20,property_damage,open,16120.81,1081.04,17201.85,False,False,True,False,True,rain,minor,266.41,178,logistics,IL
CLM-000408,POL-0020,VEH-01109,FLT-0020,2025-03-04,2025-03-13,comprehensive,closed,21624.97,6071.81,27696.78,False,False,True,True,False,snow,minor,2087.69,25,rideshare,IL
CLM-000409,POL-0042,VEH-01512,FLT-0042,2025-09-06,2025-09-26,collision,closed,13458.4,4270.06,17728.46,True,True,True,False,True,snow,severe,0.0,21,logistics,IL
CLM-000410,POL-0018,VEH-01149,FLT-0018,2025-03-20,2025-03-29,property_damage,closed,17764.46,2506.62,20271.08,False,False,True,False,False,snow,moderate,0.0,90,delivery,TX
CLM-000411,POL-0054,VEH-01663,FLT-0054,2025-06-28,2025-07-13,comprehensive,closed,3655.15,3630.76,7285.91,False,False,True,False,False,wind,minor,1515.21,43,rideshare,CO
CLM-000412,POL-0050,VEH-01285,FLT-0050,2025-05-15,2025-06-01,comprehensive,litigation,20674.43,13081.4,33755.82,False,False,True,True,False,snow,minor,2058.89,35,rideshare,NV
CLM-000413,POL-0022,VEH-00723,FLT-0022,2025-01-18,2025-01-23,property_damage,closed,38338.33,3483.99,41822.31,False,True,False,False,True,clear,moderate,0.0,214,delivery,IL
CLM-000414,POL-0046,VEH-01012,FLT-0046,2025-10-01,2025-10-21,sensor_damage,open,9541.6,9433.18,18974.79,False,False,False,False,False,fog,moderate,4580.78,214,autonomous_taxi,IL
CLM-000415,POL-0050,VEH-00212,FLT-0050,2025-03-21,2025-03-26,property_damage,open,13175.89,10738.43,23914.32,False,False,True,False,False,fog,minor,1242.08,185,rideshare,NV
CLM-000416,POL-0065,VEH-00936,FLT-0065,2025-05-10,2025-05-20,collision,open,25870.08,2671.06,28541.14,False,False,False,False,False,snow,minor,0.0,174,mixed_mobility,GA
CLM-000417,POL-0027,VEH-00265,FLT-0027,2025-03-10,2025-03-29,bodily_injury,open,1582.35,1826.78,3409.12,False,False,False,False,False,clear,major,1300.1,22,logistics,IL
CLM-000418,POL-0061,VEH-00445,FLT-0061,2025-11-21,2025-12-05,property_damage,subrogation,55535.59,14397.12,69932.7,False,False,True,False,False,rain,minor,0.0,149,autonomous_taxi,AZ
CLM-000419,POL-0057,VEH-00438,FLT-0057,2025-03-24,2025-03-27,bodily_injury,litigation,11890.96,14579.64,26470.6,False,False,True,False,False,rain,minor,7462.82,215,rideshare,CO
CLM-000420,POL-0036,VEH-01474,FLT-0036,2025-08-09,2025-08-12,collision,closed,17186.51,22272.43,39458.94,True,True,True,False,False,clear,minor,125.7,144,autonomous_taxi,GA
CLM-000421,POL-0070,VEH-01900,FLT-0070,2025-02-03,2025-02-21,sensor_damage,closed,6605.15,1040.54,7645.69,False,False,True,False,False,rain,minor,1801.59,184,mixed_mobility,WA
CLM-000422,POL-0040,VEH-01209,FLT-0040,2025-02-04,2025-02-07,collision,litigation,3667.02,7291.5,10958.52,False,False,True,False,True,fog,moderate,4143.86,226,autonomous_taxi,GA
CLM-000423,POL-0033,VEH-01280,FLT-0033,2025-01-30,2025-02-17,sensor_damage,subrogation,24151.95,15861.17,40013.12,False,False,True,False,False,fog,minor,0.0,40,rideshare,IL
CLM-000424,POL-0028,VEH-00170,FLT-0028,2025-01-18,2025-01-19,comprehensive,closed,2626.55,2613.14,5239.69,False,True,True,False,False,snow,moderate,1720.11,96,rideshare,FL
CLM-000425,POL-0004,VEH-00569,FLT-0004,2025-02-12,2025-02-15,sensor_damage,open,24919.49,39857.06,64776.55,False,True,True,False,False,wind,minor,0.0,197,mixed_mobility,FL
CLM-000426,POL-0031,VEH-01704,FLT-0031,2025-07-28,2025-07-31,sensor_damage,open,67370.55,3564.4,70934.95,False,False,True,False,False,wind,moderate,5386.52,65,mixed_mobility,NV
CLM-000427,POL-0059,VEH-00761,FLT-0059,2025-03-13,2025-03-14,property_damage,closed,6542.38,6103.98,12646.36,False,False,True,False,False,fog,minor,1361.5,102,delivery,AZ
CLM-000428,POL-0072,VEH-01571,FLT-0072,2025-11-12,2025-11-17,sensor_damage,closed,31897.16,4594.85,36492.01,False,False,True,False,False,wind,minor,3339.98,25,delivery,AZ
CLM-000429,POL-0042,VEH-00630,FLT-0042,2025-05-10,2025-05-21,property_damage,closed,25407.21,2783.04,28190.26,False,False,False,False,False,wind,moderate,5193.36,113,logistics,IL
CLM-000430,POL-0062,VEH-00663,FLT-0062,2025-09-20,2025-10-03,collision,closed,28352.78,4126.86,32479.64,False,False,True,False,False,snow,moderate,349.09,136,delivery,CA
CLM-000431,POL-0048,VEH-01822,FLT-0048,2025-07-21,2025-07-27,property_damage,subrogation,56669.96,8060.4,64730.36,False,False,False,False,False,fog,moderate,0.0,166,autonomous_taxi,FL
CLM-000432,POL-0080,VEH-00466,FLT-0080,2025-11-21,2025-11-25,collision,open,3071.42,1680.49,4751.91,False,True,True,False,False,rain,major,0.0,157,delivery,IL
CLM-000433,POL-0020,VEH-01109,FLT-0020,2025-10-23,2025-11-01,property_damage,closed,38702.73,11934.7,50637.43,False,False,True,False,False,fog,severe,1857.75,15,rideshare,IL
CLM-000434,POL-0034,VEH-01206,FLT-0034,2025-07-23,2025-08-08,collision,closed,15009.0,18125.15,33134.16,False,False,True,True,True,fog,moderate,6054.17,134,logistics,CO
CLM-000435,POL-0034,VEH-01533,FLT-0034,2025-11-11,2025-11-24,property_damage,closed,16841.23,12707.46,29548.69,False,False,True,True,False,snow,moderate,0.0,130,logistics,CO
CLM-000436,POL-0007,VEH-00422,FLT-0007,2025-06-27,2025-07-10,sensor_damage,open,7568.21,8192.27,15760.49,True,True,True,False,False,rain,moderate,0.0,94,autonomous_taxi,TX
CLM-000437,POL-0035,VEH-01125,FLT-0035,2025-09-18,2025-10-04,collision,open,12160.57,4455.88,16616.45,False,False,True,False,False,rain,minor,2432.94,186,logistics,GA
CLM-000438,POL-0024,VEH-00964,FLT-0024,2025-10-04,2025-10-05,property_damage,closed,16658.5,8992.95,25651.45,False,False,True,False,False,clear,major,1634.69,145,autonomous_taxi,FL
CLM-000439,POL-0053,VEH-00368,FLT-0053,2025-03-17,2025-03-25,comprehensive,litigation,8606.18,7795.48,16401.66,False,False,True,False,False,wind,moderate,6131.23,36,autonomous_taxi,CO
CLM-000440,POL-0061,VEH-01557,FLT-0061,2025-02-23,2025-02-26,bodily_injury,open,33960.29,14380.22,48340.5,False,True,True,False,False,fog,moderate,0.0,14,autonomous_taxi,AZ
CLM-000441,POL-0080,VEH-00616,FLT-0080,2025-05-01,2025-05-03,collision,closed,16458.34,2003.28,18461.62,False,False,True,False,False,snow,moderate,2145.71,52,delivery,IL
CLM-000442,POL-0010,VEH-01524,FLT-0010,2025-05-16,2025-05-28,collision,closed,16002.05,15998.6,32000.65,False,True,False,True,False,fog,minor,0.0,215,logistics,GA
CLM-000443,POL-0058,VEH-01480,FLT-0058,2025-10-29,2025-11-10,comprehensive,closed,38286.19,18851.88,57138.08,False,False,False,False,False,clear,major,763.18,132,mixed_mobility,CA
CLM-000444,POL-0030,VEH-00484,FLT-0030,2025-04-30,2025-05-11,property_damage,closed,24982.74,5837.51,30820.25,False,False,True,False,False,clear,moderate,0.0,231,autonomous_taxi,IL
CLM-000445,POL-0065,VEH-00223,FLT-0065,2025-10-14,2025-10-29,property_damage,closed,14768.42,23850.13,38618.55,False,True,True,False,False,fog,major,5946.22,71,mixed_mobility,GA
CLM-000446,POL-0027,VEH-01844,FLT-0027,2025-04-01,2025-04-16,sensor_damage,closed,23115.04,9610.34,32725.38,False,False,True,False,False,clear,moderate,3793.93,154,logistics,IL
CLM-000447,POL-0004,VEH-00190,FLT-0004,2025-11-06,2025-11-18,comprehensive,open,24783.45,56093.41,80876.86,False,False,True,True,False,rain,moderate,6203.99,194,mixed_mobility,FL
CLM-000448,POL-0078,VEH-00440,FLT-0078,2025-08-17,2025-08-23,collision,closed,5681.28,6938.45,12619.73,False,True,True,False,False,fog,major,3234.72,239,autonomous_taxi,NY
CLM-000449,POL-0031,VEH-00126,FLT-0031,2025-01-12,2025-01-27,bodily_injury,open,25766.01,8705.68,34471.69,False,False,True,False,False,rain,minor,1310.76,160,mixed_mobility,NV
CLM-000450,POL-0020,VEH-01100,FLT-0020,2025-03-04,2025-03-16,comprehensive,closed,42484.47,18816.77,61301.24,False,False,True,True,False,rain,moderate,4026.69,128,rideshare,IL
CLM-000451,POL-0026,VEH-00852,FLT-0026,2025-11-09,2025-11-16,bodily_injury,closed,14438.84,8142.37,22581.2,False,False,True,False,False,rain,major,0.0,165,delivery,IL
CLM-000452,POL-0027,VEH-00424,FLT-0027,2025-08-27,2025-09-13,collision,closed,4995.68,1784.82,6780.5,False,False,False,False,False,wind,minor,4218.86,50,logistics,IL
CLM-000453,POL-0022,VEH-00195,FLT-0022,2025-08-24,2025-09-01,sensor_damage,open,22787.2,2920.39,25707.59,False,False,True,True,False,clear,moderate,1208.64,85,delivery,IL
CLM-000454,POL-0018,VEH-01222,FLT-0018,2025-02-20,2025-02-28,collision,closed,16219.9,24167.4,40387.31,False,False,True,False,False,fog,minor,0.0,177,delivery,TX
CLM-000455,POL-0026,VEH-00512,FLT-0026,2025-01-18,2025-01-20,comprehensive,closed,5907.46,6861.76,12769.22,False,False,False,True,False,clear,major,3810.95,27,delivery,IL
CLM-000456,POL-0025,VEH-01151,FLT-0025,2025-10-24,2025-10-24,collision,litigation,11170.78,665.94,11836.72,False,False,True,False,False,snow,moderate,0.0,46,rideshare,NV
CLM-000457,POL-0054,VEH-00994,FLT-0054,2025-02-14,2025-03-06,property_damage,closed,17281.53,4042.39,21323.92,False,False,False,False,False,rain,minor,4401.88,236,rideshare,CO
CLM-000458,POL-0030,VEH-00760,FLT-0030,2025-02-25,2025-03-09,property_damage,litigation,11753.04,12005.69,23758.73,False,False,True,True,False,clear,minor,1735.59,28,autonomous_taxi,IL
CLM-000459,POL-0018,VEH-00787,FLT-0018,2025-08-09,2025-08-20,sensor_damage,closed,16542.61,22041.83,38584.43,False,False,True,False,False,fog,moderate,0.0,59,delivery,TX
CLM-000460,POL-0062,VEH-00633,FLT-0062,2025-10-25,2025-11-10,comprehensive,open,25464.38,6265.27,31729.65,False,False,True,False,False,fog,minor,1092.47,186,delivery,CA
CLM-000461,POL-0072,VEH-01511,FLT-0072,2025-04-06,2025-04-14,comprehensive,closed,6467.78,14554.09,21021.87,False,True,True,False,False,fog,minor,1893.62,122,delivery,AZ
CLM-000462,POL-0024,VEH-00914,FLT-0024,2025-05-15,2025-06-03,bodily_injury,open,22062.05,22792.02,44854.07,False,False,True,False,False,fog,minor,1996.82,202,autonomous_taxi,FL
CLM-000463,POL-0008,VEH-00680,FLT-0008,2025-10-20,2025-10-22,collision,closed,4716.31,5323.13,10039.44,True,True,False,False,False,snow,minor,0.0,37,logistics,FL
