vehicle_id,fleet_id,make,model,model_year,autonomy_level,sensor_vendor,software_version,lidar_enabled,camera_enabled,radar_enabled,vehicle_utilization_rate,last_maintenance_date,maintenance_score
VEH-00515,FLT-0064,MetroMotion,Sense,2021,4,ClearPath Systems,6.3.11,True,True,True,0.678,2025-11-30,84.63
VEH-00516,FLT-0057,Aster,Auton,2024,2,Northstar Sensors,2.6.16,False,True,True,0.96,2025-10-19,69.81
VEH-00517,FLT-0080,MetroMotion,FleetPro,2022,2,ClearPath Systems,5.6.4,False,True,True,0.407,2025-10-03,56.27
VEH-00518,FLT-0050,Helio,Sense,2023,4,ClearPath Systems,5.2.17,True,True,True,0.754,2025-11-25,71.87
VEH-00519,FLT-0028,MetroMotion,LX,2020,2,Synthetic Vision,4.2.15,False,True,True,0.581,2025-12-05,56.86
VEH-00520,FLT-0073,Vector,Urban,2019,3,Metro Lidar,3.7.2,True,True,True,0.54,2025-09-01,86.55
VEH-00521,FLT-0059,MetroMotion,Auton,2023,3,ClearPath Systems,2.3.16,True,True,True,0.759,2025-11-19,77.26
VEH-00522,FLT-0043,Vector,Sense,2023,5,Metro Lidar,3.2.9,True,True,True,0.508,2025-09-07,95.03
VEH-00523,FLT-0079,MetroMotion,LX,2021,3,Metro Lidar,3.0.4,True,True,True,0.627,2025-09-13,78.82
VEH-00524,FLT-0004,MetroMotion,Sense,2024,4,Synthetic Vision,5.6.11,True,True,True,0.419,2025-11-17,48.76
VEH-00525,FLT-0051,Vector,Urban,2022,0,Metro Lidar,4.2.1,False,True,False,0.363,2025-10-24,54.03
VEH-00526,FLT-0046,Nova,Urban,2021,3,Northstar Sensors,2.3.0,False,True,True,0.691,2025-11-01,91.88
VEH-00527,FLT-0065,Aster,Urban,2023,1,Metro Lidar,6.5.8,False,True,True,0.398,2025-10-15,83.58
VEH-00528,FLT-0025,Aster,Auton,2024,3,Northstar Sensors,5.3.15,True,True,True,0.486,2025-11-28,89.06
VEH-00529,FLT-0045,Nova,Auton,2020,2,Northstar Sensors,4.0.6,False,True,True,0.75,2025-07-30,86.0
VEH-00530,FLT-0053,Nova,Urban,2025,4,Northstar Sensors,6.4.19,True,True,True,0.405,2025-10-26,61.62
VEH-00531,FLT-0021,Helio,LX,2025,2,Northstar Sensors,5.4.13,False,True,True,0.712,2025-08-13,100.0
VEH-00532,FLT-0066,Nova,Urban,2023,3,Synthetic Vision,2.2.19,True,True,True,0.457,2025-08-21,94.68
VEH-00533,FLT-0063,MetroMotion,Sense,2025,2,ClearPath Systems,4.9.7,False,True,True,0.874,2025-08-02,87.49
VEH-00534,FLT-0026,Nova,Sense,2024,4,ClearPath Systems,4.3.14,False,True,True,0.255,2025-09-14,64.79
VEH-00535,FLT-0006,Helio,FleetPro,2021,3,Synthetic Vision,3.1.7,True,True,True,0.878,2025-07-23,90.23
VEH-00536,FLT-0011,Nova,LX,2020,1,ClearPath Systems,4.3.8,False,True,True,0.413,2025-11-13,71.4
VEH-00537,FLT-0078,Helio,Auton,2024,1,Northstar Sensors,6.4.9,False,True,False,0.83,2025-09-20,72.2
VEH-00538,FLT-0005,Helio,FleetPro,2025,4,Synthetic Vision,4.0.11,True,True,True,0.464,2025-11-27,87.58
VEH-00539,FLT-0017,Nova,FleetPro,2025,4,Synthetic Vision,2.3.7,True,True,True,0.459,2025-11-08,95.57
VEH-00540,FLT-0019,Vector,FleetPro,2023,2,Metro Lidar,5.2.7,False,True,True,0.356,2025-10-02,78.81
VEH-00541,FLT-0074,Vector,LX,2021,2,Synthetic Vision,4.4.7,False,True,True,0.912,2025-12-17,84.26
VEH-00542,FLT-0042,Vector,FleetPro,2024,4,Metro Lidar,6.2.16,True,True,True,0.494,2025-10-15,95.2
VEH-00543,FLT-0010,Aster,FleetPro,2019,5,Synthetic Vision,6.6.12,True,True,True,0.65,2025-08-04,72.78
VEH-00544,FLT-0055,Vector,Sense,2024,3,Metro Lidar,3.4.17,True,True,True,0.612,2025-11-28,64.42
VEH-00545,FLT-0028,MetroMotion,Sense,2024,0,Metro Lidar,3.9.1,False,True,True,0.794,2025-12-06,62.99
VEH-00546,FLT-0033,Helio,Sense,2022,3,ClearPath Systems,2.4.5,True,True,True,0.28,2025-09-20,57.46
VEH-00547,FLT-0010,Helio,Auton,2022,3,Metro Lidar,2.2.18,True,True,True,0.589,2025-11-26,80.39
VEH-00548,FLT-0043,Nova,LX,2024,4,Northstar Sensors,3.8.14,True,True,True,0.476,2025-09-09,89.51
VEH-00549,FLT-0021,Nova,Auton,2019,1,Metro Lidar,5.4.11,False,True,False,0.717,2025-07-23,79.65
VEH-00550,FLT-0079,Helio,Urban,2019,3,Northstar Sensors,3.0.8,True,True,True,0.573,2025-10-31,68.11
VEH-00551,FLT-0079,MetroMotion,Auton,2022,4,Northstar Sensors,6.4.12,True,True,True,0.51,2025-09-04,83.12
VEH-00552,FLT-0020,Vector,Urban,2023,4,Synthetic Vision,6.6.14,False,True,True,0.374,2025-08-02,94.26
VEH-00553,FLT-0020,Helio,LX,2019,4,Synthetic Vision,6.5.8,True,True,True,0.252,2025-09-02,79.25
VEH-00554,FLT-0028,Aster,Auton,2021,0,Northstar Sensors,5.5.9,False,True,True,0.734,2025-07-23,66.07
VEH-00555,FLT-0014,Aster,Auton,2019,0,Metro Lidar,5.4.5,False,True,True,0.433,2025-10-27,100.0
VEH-00556,FLT-0067,Nova,FleetPro,2021,1,Northstar Sensors,5.0.19,False,True,True,0.302,2025-12-17,85.58
VEH-00557,FLT-0072,Vector,Urban,2019,0,Metro Lidar,5.9.6,False,True,True,0.277,2025-10-17,95.23
VEH-00558,FLT-0006,MetroMotion,LX,2021,3,Synthetic Vision,6.0.8,True,True,True,0.564,2025-12-08,87.31
VEH-00559,FLT-0005,Nova,LX,2019,3,Northstar Sensors,6.8.0,True,True,True,0.538,2025-07-19,87.79
VEH-00560,FLT-0048,Helio,LX,2021,4,Northstar Sensors,5.4.12,True,True,True,0.458,2025-09-19,85.76
VEH-00561,FLT-0073,Vector,FleetPro,2025,2,Synthetic Vision,2.5.8,False,True,True,0.323,2025-11-21,89.73
VEH-00562,FLT-0008,Helio,LX,2021,2,ClearPath Systems,2.8.8,False,True,True,0.872,2025-08-17,43.29
VEH-00563,FLT-0029,Vector,FleetPro,2022,0,Northstar Sensors,6.6.6,False,False,True,0.512,2025-09-15,62.19
VEH-00564,FLT-0059,Vector,Auton,2019,3,Metro Lidar,2.4.9,True,True,True,0.836,2025-07-12,92.63
VEH-00565,FLT-0033,Vector,Sense,2025,3,Synthetic Vision,6.7.14,True,True,True,0.93,2025-11-25,64.22
VEH-00566,FLT-0078,Aster,Urban,2025,3,Northstar Sensors,5.1.3,True,True,True,0.468,2025-08-11,61.67
VEH-00567,FLT-0060,Helio,FleetPro,2022,4,Metro Lidar,3.6.18,True,True,True,0.954,2025-08-15,100.0
VEH-00568,FLT-0026,Vector,LX,2024,4,Synthetic Vision,2.6.15,True,True,True,0.259,2025-08-21,69.8
VEH-00569,FLT-0004,MetroMotion,Urban,2025,5,Northstar Sensors,6.2.7,True,True,True,0.496,2025-10-13,57.14
VEH-00570,FLT-0056,Aster,Urban,2022,4,Northstar Sensors,2.9.0,True,True,True,0.311,2025-10-16,60.74
VEH-00571,FLT-0069,Nova,LX,2021,5,Northstar Sensors,4.1.18,True,True,True,0.561,2025-09-12,67.37
VEH-00572,FLT-0047,Nova,Sense,2020,2,Northstar Sensors,4.1.8,False,True,True,0.801,2025-10-25,85.38
VEH-00573,FLT-0058,Nova,Auton,2020,0,ClearPath Systems,6.3.13,False,True,True,0.462,2025-12-19,58.67
VEH-00574,FLT-0056,Helio,Sense,2019,4,Synthetic Vision,5.2.9,True,True,True,0.717,2025-07-20,62.81
VEH-00575,FLT-0063,Nova,Auton,2023,3,Synthetic Vision,3.4.13,True,True,True,0.708,2025-10-24,81.13
VEH-00576,FLT-0068,Helio,Auton,2022,0,Metro Lidar,4.9.4,False,True,True,0.474,2025-10-13,52.43
VEH-00577,FLT-0040,Vector,LX,2023,5,Synthetic Vision,2.6.10,True,True,True,0.762,2025-08-29,85.46
VEH-00578,FLT-0047,Nova,Urban,2024,2,Synthetic Vision,6.7.19,False,True,True,0.419,2025-11-23,81.87
VEH-00579,FLT-0053,Aster,LX,2021,3,ClearPath Systems,3.9.4,True,True,True,0.945,2025-09-19,51.39
VEH-00580,FLT-0010,Helio,FleetPro,2021,4,ClearPath Systems,3.3.7,False,True,True,0.734,2025-08-28,55.75
VEH-00581,FLT-0050,Helio,LX,2019,3,Synthetic Vision,3.7.10,True,True,True,0.411,2025-10-25,87.46
VEH-00582,FLT-0072,Aster,Sense,2023,0,ClearPath Systems,4.1.14,False,True,False,0.932,2025-08-21,99.37
VEH-00583,FLT-0004,Vector,Urban,2025,4,ClearPath Systems,5.7.0,True,True,True,0.709,2025-12-25,51.01
VEH-00584,FLT-0024,Helio,Auton,2020,4,Synthetic Vision,2.3.0,True,True,True,0.553,2025-10-10,90.52
VEH-00585,FLT-0022,MetroMotion,Auton,2022,3,Northstar Sensors,2.9.15,True,True,True,0.826,2025-11-29,88.52
VEH-00586,FLT-0001,Nova,Auton,2022,3,ClearPath Systems,3.8.8,True,True,True,0.566,2025-10-26,88.67
VEH-00587,FLT-0004,MetroMotion,Sense,2025,4,Northstar Sensors,6.9.12,True,True,True,0.709,2025-09-25,58.5
VEH-00588,FLT-0011,Helio,Sense,2023,1,Northstar Sensors,2.1.15,False,True,False,0.825,2025-08-19,64.35
VEH-00589,FLT-0038,Vector,FleetPro,2023,3,Northstar Sensors,3.6.12,True,True,True,0.397,2025-12-15,85.77
VEH-00590,FLT-0005,Vector,Urban,2019,3,ClearPath Systems,4.5.13,False,True,True,0.25,2025-07-05,95.51
VEH-00591,FLT-0075,Aster,Auton,2020,3,Metro Lidar,5.8.16,True,True,True,0.78,2025-12-01,56.8
VEH-00592,FLT-0074,Vector,Urban,2024,2,ClearPath Systems,4.8.7,False,True,True,0.935,2025-11-13,94.06
VEH-00593,FLT-0019,MetroMotion,Urban,2024,1,Northstar Sensors,5.5.12,False,True,True,0.871,2025-12-07,100.0
VEH-00594,FLT-0003,MetroMotion,FleetPro,2025,3,Metro Lidar,2.5.9,True,True,True,0.582,2025-12-09,83.56
VEH-00595,FLT-0029,Nova,Auton,2023,0,Northstar Sensors,4.1.8,False,True,True,0.427,2025-12-01,61.11
VEH-00596,FLT-0037,Aster,Urban,2024,3,Metro Lidar,6.3.2,True,True,True,0.825,2025-11-22,60.49
VEH-00597,FLT-0039,Vector,FleetPro,2024,5,ClearPath Systems,4.8.7,True,True,True,0.681,2025-08-17,54.31
VEH-00598,FLT-0060,Aster,Auton,2023,3,Synthetic Vision,2.5.8,True,True,True,0.456,2025-09-13,97.19
VEH-00599,FLT-0057,Helio,Sense,2019,1,ClearPath Systems,6.2.19,False,True,True,0.375,2025-12-15,55.69
VEH-00600,FLT-0023,Vector,Urban,2022,5,ClearPath Systems,3.6.5,True,True,True,0.508,2025-11-30,45.87
VEH-00601,FLT-0022,Vector,Auton,2024,3,Northstar Sensors,5.6.17,True,True,True,0.874,2025-11-29,85.47
VEH-00602,FLT-0066,Helio,FleetPro,2021,2,Metro Lidar,6.3.0,False,True,True,0.947,2025-12-04,90.36
VEH-00603,FLT-0019,Helio,Sense,2022,3,Synthetic Vision,4.3.11,True,True,True,0.759,2025-10-31,86.48
VEH-00604,FLT-0017,Aster,Urban,2023,3,ClearPath Systems,6.6.8,True,True,True,0.665,2025-10-13,86.53
VEH-00605,FLT-0074,Nova,Sense,2023,2,Metro Lidar,2.4.3,False,True,True,0.587,2025-09-17,91.41
VEH-00606,FLT-0033,Nova,Auton,2022,2,Metro Lidar,4.5.8,False,True,True,0.291,2025-09-20,61.16
VEH-00607,FLT-0045,Nova,Sense,2023,3,Northstar Sensors,4.7.15,True,True,True,0.695,2025-11-06,100.0
VEH-00608,FLT-0013,Aster,Auton,2025,4,Synthetic Vision,6.0.12,True,True,True,0.706,2025-10-10,65.36
VEH-00609,FLT-0075,Vector,Sense,2021,2,Synthetic Vision,5.7.1,False,True,True,0.466,2025-12-16,64.13
VEH-00610,FLT-0059,Vector,FleetPro,2020,2,Northstar Sensors,6.1.8,False,True,True,0.436,2025-08-31,74.62
VEH-00611,FLT-0040,Aster,FleetPro,2020,4,ClearPath Systems,2.7.12,True,True,True,0.692,2025-08-11,82.62
VEH-00612,FLT-0062,Vector,LX,2025,3,ClearPath Systems,3.1.19,True,True,True,0.669,2025-07-25,58.16
VEH-00613,FLT-0030,Vector,Urban,2023,4,Metro Lidar,5.7.3,True,True,True,0.547,2025-12-03,53.93
VEH-00614,FLT-0024,Aster,LX,2019,3,Northstar Sensors,6.6.18,True,True,True,0.717,2025-11-12,72.98
VEH-00615,FLT-0078,MetroMotion,Auton,2023,2,ClearPath Systems,5.5.4,False,True,True,0.892,2025-09-27,79.12
VEH-00616,FLT-0080,Nova,Sense,2021,2,ClearPath Systems,6.8.10,False,True,True,0.373,2025-10-22,49.73
VEH-00617,FLT-0069,Vector,LX,2024,4,Northstar Sensors,5.1.19,True,True,True,0.637,2025-08-14,82.39
VEH-00618,FLT-0020,MetroMotion,Auton,2020,5,Synthetic Vision,2.2.3,True,True,True,0.856,2025-12-05,81.18
VEH-00619,FLT-0028,Aster,LX,2024,2,Northstar Sensors,6.7.13,False,True,True,0.544,2025-09-24,55.12
VEH-00620,FLT-0036,Helio,LX,2023,1,Synthetic Vision,4.7.17,False,True,True,0.737,2025-09-21,96.14
VEH-00621,FLT-0033,MetroMotion,Auton,2020,2,Metro Lidar,2.0.19,False,True,True,0.792,2025-12-09,64.64
VEH-00622,FLT-0025,Helio,Auton,2025,1,Metro Lidar,5.8.15,False,True,False,0.893,2025-09-04,91.68
VEH-00623,FLT-0013,MetroMotion,Auton,2019,4,Synthetic Vision,5.8.15,True,True,True,0.685,2025-11-29,86.27
VEH-00624,FLT-0006,Aster,Urban,2020,5,Synthetic Vision,2.6.17,True,True,True,0.733,2025-08-11,94.71
VEH-00625,FLT-0001,Vector,Auton,2021,2,Metro Lidar,2.9.4,False,True,True,0.522,2025-12-20,87.8
VEH-00626,FLT-0027,Aster,LX,2021,5,Synthetic Vision,3.1.14,True,True,True,0.288,2025-10-01,63.76
VEH-00627,FLT-0020,Nova,Sense,2021,5,Metro Lidar,6.4.13,True,True,True,0.688,2025-10-15,97.23
VEH-00628,FLT-0067,Vector,Auton,2020,2,Metro Lidar,6.2.19,False,True,True,0.409,2025-09-25,94.96
VEH-00629,FLT-0056,Helio,FleetPro,2021,4,Synthetic Vision,6.0.7,True,True,True,0.58,2025-07-05,49.64
VEH-00630,FLT-0042,Aster,Sense,2024,2,Metro Lidar,6.8.15,False,True,True,0.579,2025-08-06,92.49
VEH-00631,FLT-0010,Nova,LX,2020,4,Northstar Sensors,6.7.2,True,True,True,0.894,2025-09-08,70.38
VEH-00632,FLT-0046,Vector,FleetPro,2024,4,Synthetic Vision,5.7.14,True,True,True,0.766,2025-09-19,95.37
VEH-00633,FLT-0062,Nova,LX,2021,4,Metro Lidar,6.5.15,True,True,True,0.759,2025-12-13,67.75
VEH-00634,FLT-0049,Nova,Urban,2021,5,Northstar Sensors,3.3.6,True,True,True,0.85,2025-10-16,45.13
VEH-00635,FLT-0010,MetroMotion,Urban,2022,3,Northstar Sensors,4.6.14,True,True,True,0.812,2025-11-13,78.73
VEH-00636,FLT-0071,Vector,Urban,2021,3,Synthetic Vision,5.5.4,True,True,True,0.614,2025-12-10,82.36
VEH-00637,FLT-0007,Nova,Urban,2025,0,ClearPath Systems,5.2.12,False,True,True,0.918,2025-09-18,87.17
VEH-00638,FLT-0057,Vector,Sense,2023,0,Metro Lidar,6.8.2,False,True,False,0.833,2025-12-22,60.25
VEH-00639,FLT-0053,MetroMotion,FleetPro,2025,4,ClearPath Systems,4.6.11,True,True,True,0.771,2025-12-21,61.61
VEH-00640,FLT-0047,Nova,Auton,2022,1,Synthetic Vision,2.1.4,False,True,True,0.455,2025-11-22,67.19
VEH-00641,FLT-0038,Aster,LX,2019,3,ClearPath Systems,4.6.8,True,True,True,0.45,2025-11-26,86.82
VEH-00642,FLT-0018,MetroMotion,Sense,2023,0,Metro Lidar,3.4.7,False,True,False,0.848,2025-12-19,100.0
VEH-00643,FLT-0010,Vector,FleetPro,2021,5,Synthetic Vision,4.8.10,True,True,True,0.333,2025-12-22,85.55
VEH-00644,FLT-0036,Vector,LX,2020,0,Metro Lidar,4.0.14,False,True,True,0.876,2025-12-02,90.01
VEH-00645,FLT-0011,MetroMotion,Urban,2024,2,Northstar Sensors,5.9.11,False,True,True,0.626,2025-12-08,63.85
VEH-00646,FLT-0051,MetroMotion,FleetPro,2023,1,Metro Lidar,6.7.15,False,True,False,0.581,2025-07-27,60.66
VEH-00647,FLT-0012,Vector,Urban,2021,4,Synthetic Vision,4.1.10,True,True,True,0.873,2025-08-05,61.89
VEH-00648,FLT-0010,Helio,Urban,2024,5,ClearPath Systems,4.2.1,True,True,True,0.42,2025-11-10,71.54
VEH-00649,FLT-0051,Vector,Auton,2020,1,Synthetic Vision,5.5.15,False,True,True,0.276,2025-12-01,60.0
VEH-00650,FLT-0014,MetroMotion,Sense,2022,0,ClearPath Systems,5.6.18,False,True,True,0.282,2025-10-27,97.24
VEH-00651,FLT-0017,Vector,FleetPro,2019,3,Northstar Sensors,4.6.6,False,True,True,0.36,2025-11-02,74.43
VEH-00652,FLT-0013,Vector,Sense,2020,4,Northstar Sensors,2.7.2,True,True,True,0.817,2025-11-06,83.26
VEH-00653,FLT-0032,Helio,FleetPro,2022,3,Metro Lidar,2.9.13,True,True,True,0.495,2025-11-18,77.26
VEH-00654,FLT-0002,Vector,FleetPro,2019,2,Synthetic Vision,3.8.12,False,True,True,0.724,2025-10-29,63.25
VEH-00655,FLT-0046,MetroMotion,Urban,2022,3,Metro Lidar,6.4.12,True,True,True,0.934,2025-12-08,89.79
VEH-00656,FLT-0079,Aster,Urban,2024,3,Synthetic Vision,6.8.1,True,True,True,0.573,2025-07-29,76.89
VEH-00657,FLT-0041,Aster,FleetPro,2023,3,Synthetic Vision,6.8.7,True,True,True,0.79,2025-08-12,95.95
VEH-00658,FLT-0074,Aster,Sense,2022,1,Northstar Sensors,5.0.19,False,True,True,0.778,2025-11-29,96.92
VEH-00659,FLT-0038,MetroMotion,Auton,2024,5,Northstar Sensors,5.8.2,True,True,True,0.358,2025-08-02,96.06
VEH-00660,FLT-0046,Nova,LX,2021,5,ClearPath Systems,2.4.5,False,True,True,0.956,2025-12-05,91.89
VEH-00661,FLT-0037,Aster,Urban,2024,4,Northstar Sensors,6.4.8,False,True,True,0.803,2025-10-08,71.7
VEH-00662,FLT-0067,MetroMotion,LX,2021,2,ClearPath Systems,4.5.14,False,True,True,0.637,2025-10-12,100.0
VEH-00663,FLT-0062,Nova,LX,2021,2,Northstar Sensors,6.1.13,False,True,True,0.824,2025-09-18,65.48
VEH-00664,FLT-0060,Vector,FleetPro,2020,4,Northstar Sensors,6.4.16,True,True,True,0.596,2025-10-29,78.84
VEH-00665,FLT-0002,MetroMotion,LX,2021,2,Metro Lidar,2.0.8,False,True,True,0.38,2025-12-24,48.29
VEH-00666,FLT-0010,Helio,Sense,2023,4,ClearPath Systems,6.0.2,True,True,True,0.273,2025-07-30,72.95
VEH-00667,FLT-0053,Vector,LX,2023,3,Metro Lidar,4.4.2,True,True,True,0.768,2025-11-14,59.19
VEH-00668,FLT-0005,Aster,Sense,2019,3,Synthetic Vision,2.9.14,False,True,True,0.632,2025-10-22,87.98
VEH-00669,FLT-0031,MetroMotion,FleetPro,2024,0,Northstar Sensors,4.8.5,False,True,True,0.946,2025-08-02,88.83
VEH-00670,FLT-0004,Vector,Sense,2023,4,Northstar Sensors,4.3.9,True,True,True,0.542,2025-11-11,57.6
VEH-00671,FLT-0038,Helio,LX,2022,4,Metro Lidar,4.0.4,True,True,True,0.738,2025-12-17,72.43
VEH-00672,FLT-0080,Nova,Urban,2022,1,Northstar Sensors,6.0.18,False,True,False,0.454,2025-09-24,55.64
VEH-00673,FLT-0025,Nova,Urban,2020,2,ClearPath Systems,6.2.5,False,True,True,0.385,2025-07-12,86.25
VEH-00674,FLT-0013,Helio,LX,2024,4,Northstar Sensors,5.0.9,True,True,True,0.712,2025-09-05,81.47
VEH-00675,FLT-0059,Helio,Auton,2024,3,Synthetic Vision,5.8.5,True,True,True,0.451,2025-08-22,84.12
VEH-00676,FLT-0017,MetroMotion,FleetPro,2022,2,Northstar Sensors,3.0.6,False,True,True,0.739,2025-07-16,94.84
VEH-00677,FLT-0074,Aster,FleetPro,2020,2,Metro Lidar,6.6.12,False,True,True,0.577,2025-09-12,79.69
VEH-00678,FLT-0001,Helio,Auton,2021,3,ClearPath Systems,4.3.15,True,True,True,0.953,2025-10-13,90.95
VEH-00679,FLT-0048,Vector,Urban,2025,4,ClearPath Systems,2.0.19,True,True,True,0.719,2025-09-25,75.53
VEH-00680,FLT-0008,Aster,Sense,2019,2,ClearPath Systems,5.6.15,False,True,True,0.846,2025-09-11,52.44
VEH-00681,FLT-0071,MetroMotion,FleetPro,2024,2,Northstar Sensors,2.4.9,False,True,True,0.356,2025-08-11,65.97
VEH-00682,FLT-0078,Aster,FleetPro,2021,3,ClearPath Systems,3.5.9,True,True,True,0.731,2025-11-24,73.26
VEH-00683,FLT-0007,Vector,LX,2020,1,Metro Lidar,4.0.9,False,True,True,0.675,2025-08-17,92.6
VEH-00684,FLT-0023,Helio,FleetPro,2021,3,Synthetic Vision,3.1.10,True,True,True,0.403,2025-10-11,61.99
VEH-00685,FLT-0004,MetroMotion,FleetPro,2023,3,Northstar Sensors,6.4.3,True,True,True,0.558,2025-11-02,50.68
VEH-00686,FLT-0077,Vector,Auton,2024,3,Northstar Sensors,4.3.1,True,True,True,0.725,2025-12-13,65.65
VEH-00687,FLT-0040,Vector,Sense,2019,5,Northstar Sensors,4.0.3,True,True,True,0.315,2025-08-10,80.43
VEH-00688,FLT-0051,Nova,Sense,2020,2,ClearPath Systems,2.8.3,False,True,True,0.555,2025-11-21,73.25
VEH-00689,FLT-0024,MetroMotion,Auton,2025,4,Synthetic Vision,6.1.18,True,True,True,0.878,2025-10-03,79.56
VEH-00690,FLT-0053,MetroMotion,Sense,2024,3,ClearPath Systems,3.8.3,True,True,True,0.277,2025-12-13,62.35
VEH-00691,FLT-0066,Aster,Urban,2023,3,Synthetic Vision,6.0.1,True,True,True,0.399,2025-12-20,98.75
VEH-00692,FLT-0016,MetroMotion,LX,2021,3,Metro Lidar,5.2.15,True,True,True,0.845,2025-10-19,95.64
VEH-00693,FLT-0063,Nova,Auton,2020,2,ClearPath Systems,3.8.10,False,True,True,0.909,2025-08-23,89.8
VEH-00694,FLT-0076,Helio,LX,2019,5,Metro Lidar,3.8.18,True,True,True,0.935,2025-09-05,61.02
VEH-00695,FLT-0075,Vector,FleetPro,2023,3,Northstar Sensors,3.7.16,True,True,True,0.853,2025-12-11,73.73
VEH-00696,FLT-0003,Vector,LX,2021,4,Metro Lidar,2.9.17,True,True,True,0.609,2025-11-30,69.53
VEH-00697,FLT-0029,Vector,FleetPro,2023,0,Synthetic Vision,6.2.4,False,True,False,0.674,2025-10-21,63.39
VEH-00698,FLT-0068,Helio,FleetPro,2020,1,ClearPath Systems,2.2.9,False,True,True,0.612,2025-10-11,35.0
VEH-00699,FLT-0068,Vector,Urban,2020,0,ClearPath Systems,4.3.9,False,True,True,0.893,2025-11-30,51.91
VEH-00700,FLT-0027,MetroMotion,Urban,2025,4,Synthetic Vision,6.9.8,True,True,True,0.739,2025-08-21,53.61
VEH-00701,FLT-0050,Aster,Sense,2021,4,ClearPath Systems,5.2.17,True,True,True,0.919,2025-09-30,82.06
VEH-00702,FLT-0067,MetroMotion,Urban,2019,2,Synthetic Vision,6.5.8,False,True,True,0.867,2025-12-04,100.0
VEH-00703,FLT-0051,Nova,Urban,2021,1,Synthetic Vision,2.7.9,False,True,False,0.941,2025-07-25,68.01
VEH-00704,FLT-0068,Helio,Urban,2021,0,ClearPath Systems,5.8.5,False,True,True,0.869,2025-11-06,49.24
VEH-00705,FLT-0035,Helio,LX,2020,3,Metro Lidar,4.2.2,True,True,True,0.393,2025-12-04,79.22
VEH-00706,FLT-0044,Vector,Urban,2020,0,Northstar Sensors,3.6.1,False,True,False,0.645,2025-08-16,44.51
VEH-00707,FLT-0071,Nova,Urban,2019,2,Northstar Sensors,2.5.3,False,True,True,0.764,2025-11-22,83.14
VEH-00708,FLT-0009,MetroMotion,Sense,2019,3,Northstar Sensors,4.0.7,True,True,True,0.922,2025-08-16,54.18
VEH-00709,FLT-0075,Aster,FleetPro,2021,2,Northstar Sensors,2.8.12,False,True,True,0.492,2025-08-28,55.13
VEH-00710,FLT-0056,MetroMotion,Sense,2020,4,Northstar Sensors,6.0.5,True,True,True,0.581,2025-12-06,59.69
VEH-00711,FLT-0075,MetroMotion,FleetPro,2021,3,Northstar Sensors,4.9.10,True,True,True,0.61,2025-09-13,64.28
VEH-00712,FLT-0070,Nova,FleetPro,2024,5,ClearPath Systems,5.9.12,True,True,True,0.41,2025-08-02,66.49
VEH-00713,FLT-0020,MetroMotion,FleetPro,2019,5,Synthetic Vision,3.7.2,True,True,True,0.598,2025-11-05,87.31
VEH-00714,FLT-0022,Vector,Sense,2024,4,ClearPath Systems,2.7.16,True,True,True,0.41,2025-09-28,94.2
VEH-00715,FLT-0027,Helio,Urban,2019,4,Synthetic Vision,4.8.7,True,True,True,0.927,2025-11-13,42.83
VEH-00716,FLT-0064,Aster,Sense,2024,5,Metro Lidar,5.5.11,False,True,True,0.811,2025-12-06,85.9
VEH-00717,FLT-0039,MetroMotion,Urban,2023,3,Metro Lidar,2.4.19,True,True,True,0.942,2025-07-28,63.64
VEH-00718,FLT-0073,Aster,Sense,2022,2,Northstar Sensors,3.9.7,False,True,True,0.722,2025-11-11,93.48
VEH-00719,FLT-0047,Nova,Auton,2019,0,Northstar Sensors,5.4.5,False,True,True,0.9,2025-10-05,70.66
VEH-00720,FLT-0022,MetroMotion,Auton,2025,4,Metro Lidar,2.0.17,False,True,True,0.668,2025-07-15,91.53
VEH-00721,FLT-0061,Aster,LX,2024,5,Northstar Sensors,3.7.4,True,True,True,0.769,2025-11-30,51.08
VEH-00722,FLT-0061,Nova,Urban,2019,4,Metro Lidar,3.4.7,True,True,True,0.493,2025-12-19,68.07
VEH-00723,FLT-0022,Aster,FleetPro,2020,3,Northstar Sensors,3.2.8,True,True,True,0.286,2025-07-06,94.49
VEH-00724,FLT-0041,MetroMotion,LX,2025,3,Synthetic Vision,2.5.18,True,True,True,0.425,2025-08-18,83.61
VEH-00725,FLT-0058,Helio,Urban,2019,0,Metro Lidar,6.0.1,False,True,False,0.863,2025-09-20,62.59
VEH-00726,FLT-0007,Vector,LX,2024,2,Northstar Sensors,2.3.8,False,True,True,0.353,2025-07-30,81.03
VEH-00727,FLT-0053,Aster,FleetPro,2022,3,ClearPath Systems,2.1.10,True,True,True,0.74,2025-07-14,58.71
VEH-00728,FLT-0062,Helio,Sense,2024,3,Metro Lidar,3.6.0,True,True,True,0.681,2025-09-24,60.53
VEH-00729,FLT-0019,Aster,FleetPro,2025,2,Metro Lidar,4.9.0,False,True,True,0.833,2025-07-12,86.59
VEH-00730,FLT-0049,Nova,LX,2021,5,ClearPath Systems,5.2.11,True,True,True,0.863,2025-12-26,58.7
VEH-00731,FLT-0054,Helio,Sense,2021,0,ClearPath Systems,3.8.19,False,True,False,0.44,2025-07-05,59.05
VEH-00732,FLT-0007,MetroMotion,LX,2024,1,Northstar Sensors,6.2.7,False,True,True,0.325,2025-11-29,86.59
